ID,NAME,KANA,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ8_16_FA
152,大島＝敦,おおしま・あつし,1,11,6,0,53,2,3,7,1,64,2,6,5,7,2,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70,100,70,70,70,100,70,100,5,3,3,3,3,3,3,3,1,4,5,2,2,2,2,2,4,4,4,2,3,3,3,3,4,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,99,99,99,99
153,中根＝一幸,なかね・かずゆき,1,11,6,0,53,1,3,4,1,52,3,6,5,1,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,30,100,30,60,40,100,30,4,4,4,3,2,1,2,3,1,2,3,2,2,3,3,4,3,2,3,3,3,3,2,3,3,2,3,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,99,99,99,99
154,小宮山＝泰子,こみやま・やすこ,1,11,7,0,53,2,3,6,2,56,3,16,13,14,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,100,50,50,50,50,50,100,4,4,3,2,3,2,3,2,1,5,4,1,1,1,2,2,3,3,4,1,1,1,3,3,4,2,2,3,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,障がい・難病政策,99,99,99
155,伊勢田＝享子,いせだ・みちこ,1,11,7,0,53,5,1,0,2,44,1,16,5,7,2,3,5,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,60,10,50,0,100,50,60,20,5,3,2,2,2,1,2,1,3,1,3,3,2,1,3,5,3,3,1,2,2,2,1,1,3,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,新型コロナウイルス感染症対策,99,99,99
156,中野＝英幸,なかの・ひでゆき,1,11,7,0,53,1,1,0,1,60,2,3,5,6,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,100,40,90,10,70,60,100,20,4,4,4,2,2,1,2,3,3,2,3,2,2,2,4,4,4,2,2,3,3,3,2,2,2,2,4,2,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,99,99,99,99
157,柴山＝昌彦,しばやま・まさひこ,1,11,8,0,53,1,3,6,1,55,2,16,3,5,3,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,20,80,20,40,20,90,10,3,3,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,新型コロナウイルス対策,99,99,99
158,小野塚＝勝俊,おのづか・まさとし,1,11,8,0,66,11,2,1,1,49,1,6,7,5,3,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,100,30,80,35,70,0,100,5,5,5,1,1,5,5,5,1,5,5,2,1,1,1,3,3,5,4,1,1,1,5,4,5,1,1,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,99,99,99,99
159,神田＝三春,かんだ・みはる,1,11,9,0,66,4,1,0,2,67,1,7,5,9,2,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,100,0,70,0,80,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,99,99,99,99
160,大塚＝拓,おおつか・たく,0,11,9,0,53,1,3,4,1,48,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
161,杉村＝慎治,すぎむら・しんじ,1,11,9,0,53,2,1,0,1,45,1,7,6,5,2,3,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,100,999,999,999,999,999,100,5,5,5,2,2,3,3,3,1,5,5,2,1,1,2,3,4,3,4,2,2,2,4,3,4,2,3,2,4,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,99,99,99,99
162,坂本＝祐之輔,さかもと・ゆうのすけ,1,11,10,0,53,2,2,2,1,66,3,7,3,5,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,100,50,80,60,80,50,100,3,4,3,3,4,3,4,4,1,5,4,4,1,1,1,1,1,5,3,1,1,1,1,3,4,3,2,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,99,99,99,99
163,山口＝晋,やまぐち・すすむ,1,11,10,0,53,1,1,0,1,38,2,16,1,5,2,3,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,50,90,30,50,50,100,50,3,3,3,3,1,2,2,2,3,1,4,1,2,3,3,3,3,3,2,3,3,3,2,1,3,3,4,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,ｺﾛﾅ対策,99,99,99
164,小泉＝龍司,こいずみ・りゅうじ,1,11,11,0,53,1,3,6,1,69,2,16,6,5,2,3,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,20,80,0,40,30,999,20,5,4,2,4,3,1,2,2,2,2,4,2,2,4,2,3,3,3,2,3,3,2,2,2,4,3,3,4,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,コロナ第６波への万全の備え,99,99,99
165,島田＝誠,しまだ・まこと,0,11,11,0,53,2,1,0,1,63,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
166,小山＝森也,こやま・しんや,1,11,11,0,66,4,1,0,1,30,1,7,6,5,1,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,100,0,70,0,80,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,99,99,99,99
167,森田＝俊和,もりた・としかず,1,11,12,0,53,2,3,1,1,47,2,16,6,2,3,2,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,50,60,55,50,53,58,50,58,2,2,4,2,2,2,2,3,2,4,4,2,2,2,2,2,2,2,2,2,3,1,4,2,4,2,3,2,5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,コロナ対策,99,99,99
168,野中＝厚,のなか・あつし,1,11,12,0,53,1,3,3,1,44,3,4,14,6,2,3,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,70,0,30,0,50,0,3,3,3,3,3,2,2,2,3,2,3,2,2,3,3,3,3,2,2,3,3,3,1,2,3,2,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,99,99,99,99
169,赤岸＝雅治,あかぎし・まさはる,1,11,13,0,66,4,1,0,1,60,1,5,15,9,1,2,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,100,0,75,0,75,5,5,5,3,5,5,5,5,1,5,5,3,2,1,1,1,3,5,5,1,1,1,5,4,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,99,99,99,99
170,土屋＝品子,つちや・しなこ,1,11,13,0,53,1,3,7,2,69,2,6,1,9,2,3,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,90,10,80,20,50,40,80,10,2,3,3,2,2,2,2,2,1,2,3,2,2,4,4,4,2,3,2,1,2,2,1,1,3,2,4,3,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,99,99,99,99
171,三角＝創太,みすみ・そうた,1,11,13,0,53,2,1,0,1,33,1,5,6,7,3,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,100,50,80,25,80,25,100,5,5,5,3,3,3,4,3,1,4,4,4,4,1,2,2,3,4,4,1,2,2,3,3,4,2,2,3,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,99,99,99,99
172,三ツ林＝裕巳,みつばやし・ひろみ,1,11,14,0,53,1,3,3,1,66,2,6,13,4,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100,0,80,0,50,0,90,0,3,4,3,2,2,1,1,2,4,1,4,2,1,3,3,3,3,2,2,4,3,3,1,1,3,2,4,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,99,99,99,99
173,鈴木＝義弘,すずき・よしひろ,1,11,14,0,53,6,2,2,1,58,3,5,3,4,2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,40,50,40,45,60,70,40,50,2,4,4,4,2,2,2,3,3,2,3,3,3,3,4,3,3,3,2,3,5,3,1,1,2,2,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,99,99,99,99
174,田村＝勉,たむら・つとむ,1,11,14,0,66,4,1,0,1,73,1,16,7,12,1,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,50,0,100,0,10,0,50,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,コロナ対策,99,99,99
175,田中＝良生,たなか・りょうせい,1,11,15,0,53,1,3,4,1,57,2,6,3,13,2,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,100,0,70,10,100,0,3,3,2,2,2,2,2,3,2,2,3,3,2,4,3,4,2,4,2,4,4,3,2,2,3,4,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,99,99,99,99
176,高木＝錬太郎,たかぎ・れんたろう,1,11,15,0,53,2,3,1,1,49,1,16,5,6,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,3,3,3,3,3,3,5,3,1,5,5,3,3,3,1,1,3,4,3,1,1,1,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,新型コロナ対策,99,99,99
177,沢田＝良,さわだ・りょう,1,11,15,0,53,5,1,0,1,42,3,16,2,5,2,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45,25,50,10,90,40,45,25,5,4,1,2,2,2,1,2,1,1,5,3,1,1,3,5,5,2,1,1,1,3,2,2,2,4,4,2,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,コロナ対策,99,99,99
178,田嶋＝要,たじま・かなめ,1,12,1,0,54,2,3,6,1,60,2,6,5,3,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,80,40,50,20,60,30,70,4,3,2,2,4,3,4,3,2,4,4,3,2,2,2,2,2,3,3,1,2,1,3,3,3,3,2,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,99,99,99,99
179,門山＝宏哲,かどやま・ひろあき,1,12,1,0,54,1,3,3,1,57,3,16,1,3,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,20,100,10,40,30,80,10,99,99,99,99,99,1,3,2,2,1,4,3,1,4,2,4,3,3,2,3,4,3,1,2,3,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,コロナ対策,99,99,99
180,寺尾＝賢,てらお・さとし,1,12,2,0,54,4,1,0,1,45,1,6,7,5,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,70,20,100,5,40,5,70,5,5,4,3,4,5,5,4,1,5,5,2,2,1,1,1,3,5,5,1,1,1,5,4,5,2,1,3,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,99,99,99,99
181,小林＝鷹之,こばやし・たかゆき,1,12,2,0,54,1,3,3,1,46,2,5,3,6,2,3,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,999,999,999,999,999,999,999,3,3,3,3,4,2,2,2,3,2,3,2,2,3,3,3,4,3,2,4,4,3,1,2,2,3,5,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,99,99,99,99
182,黒田＝雄,くろだ・ゆう,1,12,2,0,54,2,2,1,1,62,1,16,7,6,3,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,100,20,75,35,80,30,100,4,4,3,3,4,4,4,4,1,5,5,3,2,1,1,4,2,5,5,1,2,2,3,2,4,3,3,3,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,新型コロナウイルス対応,99,99,99
183,松野＝博一,まつの・ひろかず,0,12,3,0,54,1,3,7,1,59,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
184,岡島＝一正,おかじま・かずまさ,1,12,3,0,54,2,3,3,1,63,1,16,6,7,2,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,10,80,30,60,0,100,5,4,3,2,2,2,4,4,1,5,4,2,2,1,2,2,2,3,4,1,1,1,3,4,5,2,2,3,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,国の危機管理体制の構築,99,99,99
185,木村＝哲也,きむら・てつや,1,12,4,0,54,1,3,1,1,52,1,6,2,1,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,50,100,40,60,60,100,50,5,4,3,1,1,1,2,2,2,1,3,1,1,1,4,3,2,2,2,4,4,4,2,2,4,2,4,1,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,99,99,99,私権制限ロックダウン
186,野田＝佳彦,のだ・よしひこ,1,12,4,0,54,2,3,8,1,64,2,16,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,100,50,50,50,70,50,100,2,3,3,5,5,2,3,2,2,3,5,3,3,4,2,4,2,3,4,1,2,1,2,2,4,4,2,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,コロナ対策,99,99,99
187,矢崎＝堅太郎,やざき・けんたろう,1,12,5,0,54,2,1,0,1,54,1,6,2,9,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,100,50,50,30,50,20,100,4,4,3,4,4,3,3,3,1,4,3,2,2,2,2,3,3,4,3,1,2,1,4,2,4,3,3,3,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,99,99,99,99
188,鴇田＝敦,ときた・あつし,1,12,5,0,54,6,1,0,1,55,1,1,5,7,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,45,50,45,50,100,45,30,4,4,3,2,2,2,3,3,1,3,5,4,2,3,2,3,2,4,3,2,2,3,2,2,4,2,4,4,3,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,99,99,99,99
189,椎木＝保,しいき・たもつ,1,12,5,0,54,5,2,2,1,55,1,5,7,6,1,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,50,50,50,100,60,70,50,5,3,3,3,3,2,3,3,2,3,2,2,2,1,1,1,2,2,3,3,3,3,2,2,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,99,99,99,教育無償化
190,薗浦＝健太郎,そのうら・けんたろう,1,12,5,0,54,1,3,4,1,49,2,16,1,7,3,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,20,80,10,70,50,80,0,5,4,2,1,1,1,1,3,1,1,4,2,1,5,4,4,2,2,1,4,2,2,1,1,3,3,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,99,99,99,99,99,99,99,99,99,99,コロナ対策,99,99,99
191,藤巻＝健太,ふじまき・けんた,1,12,6,0,54,5,1,0,1,38,3,2,5,6,3,2,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,70,30,50,20,999,40,30,30,5,5,4,5,5,2,3,4,2,3,2,4,4,2,5,4,5,2,3,2,2,2,1,2,2,5,2,5,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,99,99,99,99
192,渡辺＝博道,わたなべ・ひろみち,1,12,6,0,54,1,3,7,1,71,2,16,11,6,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,10,80,10,50,10,50,10,3,4,4,2,2,1,2,3,2,1,3,2,1,4,2,2,4,2,1,5,5,4,2,1,3,1,5,2,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,新型コロナ対策,99,99,99
193,浅野＝史子,あさの・ふみこ,1,12,6,0,66,4,1,0,2,51,1,6,5,7,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,99,10,75,0,75,5,5,5,3,3,5,5,5,1,5,5,3,3,1,1,1,3,5,5,1,1,1,5,3,4,1,1,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99
194,生方＝幸夫,うぶかた・ゆきお,1,12,6,0,66,11,3,6,1,74,1,16,16,16,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,60,10,55,0,30,0,55,3,4,3,4,5,5,5,3,1,5,5,4,2,1,1,1,1,5,5,1,1,1,5,4,5,4,1,5,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,コロナ対策,給与を上げる,地球環境を守る,99
195,内山＝晃,うちやま・あきら,1,12,7,0,54,5,2,3,1,67,1,16,6,7,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,50,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,新型肺炎コロナウイルス対策,99,99,地方分権改革
196,斎藤＝健,さいとう・けん,1,12,7,0,54,1,3,4,1,62,2,16,3,4,2,3,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,90,0,80,0,60,30,90,0,3,4,3,3,2,1,1,1,3,2,3,2,2,5,2,4,3,2,2,4,3,2,1,1,3,3,4,4,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,コロナ対策,99,99,99
197,竹内＝千春,たけうち・ちはる,1,12,7,0,54,2,1,0,2,53,1,16,5,10,2,7,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,85,30,60,20,70,20,85,3,5,4,4,4,2,5,3,1,4,5,2,1,2,1,2,1,5,5,1,1,1,2,3,4,3,2,3,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,コロナ対策,99,99,99
198,渡辺＝晋宏,わたなべ・くにひろ,1,12,7,0,66,8,1,0,1,36,1,4,5,10,3,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,20,30,20,60,60,70,20,5,2,3,4,1,2,4,4,4,3,4,1,1,1,2,2,5,3,2,2,2,2,2,1,2,4,5,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,99,99,99,99
199,本庄＝知史,ほんじょう・さとし,1,12,8,0,54,2,1,0,1,47,2,16,16,16,2,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,999,80,999,999,999,999,999,80,3,3,3,3,4,3,4,3,1,5,5,4,3,3,2,2,3,3,4,1,2,1,3,2,4,3,3,4,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,新型コロナ対策,政権交代可能な政治の実現,中長期的な危機（格差拡大、人口減少、気候変動、財政赤字）の克服,99
200,桜田＝義孝,さくらだ・よしたか,1,12,8,0,54,1,3,7,1,71,3,16,7,1,2,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,50,0,100,0,3,3,3,3,1,1,1,1,3,1,3,1,1,3,2,2,3,1,2,3,3,3,1,1,3,1,5,3,3,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,感染症対策,99,99,99
201,宮岡＝進一郎,みやおか・しんいちろう,1,12,8,0,66,11,1,0,1,80,1,6,1,15,5,99,99,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,25,50,0,50,15,50,25,50,5,5,5,5,5,4,3,5,1,5,3,3,3,1,1,3,3,5,5,1,1,3,5,1,3,3,1,5,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,99,99,99,99
202,奥野＝総一郎,おくの・そういちろう,1,12,9,0,54,2,3,4,1,57,2,11,2,10,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,75,40,50,25,50,25,75,5,5,3,3,2,1,4,2,2,4,5,2,1,2,1,1,2,3,3,1,2,2,2,2,4,2,2,2,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,99,99,99,99
